;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2
71149;4;1;2;1;5;2;1;5;4;36;8;2,65;85,56
71150;10;15;3;1;4;1;0;3;2;33;8;3,85;80,3
71152;4;12;3;1;5;1;0;4;5;40;16,69;2,84;96,25
71155;8;9;3;1;2;1;0;1;3;69;55,19;3,49;51,01
71156;4;1;3;4;2;1;0;3;3;40;10;2,35;95
71158;12;9;3;4;2;1;0;3;4;30;8;3,6;83,33
71160;8;2;3;4;2;1;0;3;3;33;7;3,07;81,82
71163;3;2;3;1;5;2;1;4;3;49;20,56;3,63;138,78
71168;6;8;3;4;6;1;0;5;5;38;7;3,39;94,21
71170;7;17;2;1;5;1;1;3;4;32;5;6;123,44
71171;6;1;3;1;5;1;0;4;3;50;24,95;3,54;146
71173;10;14;2;4;4;1;1;4;4;50;19,88;3,65;105
71177;6;20;3;4;1;1;0;3;1;28;4;7;107,14
71178;6;2;3;1;5;1;0;6;5;66;9;7;80,3
71180;8;11;3;4;2;1;1;2;2;65;46,12;3,34;47,69
71181;8;5;3;4;6;2;0;4;6;40;8;3,81;72,5
71182;5;6;3;1;5;1;0;6;3;42;16,81;3,59;95,24
71184;7;2;3;1;5;2;0;4;4;35;10;3,82;91,43
71185;10;15;1;1;4;1;2;6;3;210;17,5;12;94,76
71189;6;15;3;1;5;1;0;6;5;32;10;3,83;182,81
71192;6;1;3;1;4;1;0;3;4;30;28,39;3,83;70
71198;11;7;3;4;2;1;0;1;4;30;10;3,82;66,67
71203;6;20;3;4;3;1;0;4;4;26;10;3,87;71,15
71204;11;12;3;1;5;2;0;3;4;39;13;3,83;87,18
71209;5;4;3;4;2;1;0;3;4;28;7,5;2,75;92,86
71213;10;12;3;1;1;1;0;3;1;30;16,88;3,47;101,67
71215;7;2;3;1;2;1;1;6;3;78;37,95;3,95;83,33
71218;9;8;2;4;8;1;0;10;8;147;15;9;78,23
71221;11;12;3;1;5;1;0;3;5;35;11,67;2,29;84,29
71222;6;13;3;4;1;1;0;2;1;28;21,17;3,09;95
71223;3;1;3;4;5;2;0;4;5;32;8;3,56;93,75
71226;6;12;3;1;2;1;0;3;2;23;13,89;3,6;69,57
71227;6;10;3;1;4;1;1;6;3;50;24,21;3,5;170
71229;6;17;3;1;5;2;0;3;3;31;10,66;3,8;125,81
71231;3;2;2;1;5;1;0;8;3;160;20;8;240,63
71233;3;7;2;4;5;2;1;4;4;80;30;5;102,5
71236;11;7;3;1;2;1;0;3;3;45;12,8;3,82;75,56
71237;5;2;3;4;6;1;0;10;4;40;10;3,95;182,5
71240;9;5;2;1;5;2;0;4;3;45;11;3,6;166,67
71241;7;15;2;1;4;1;0;3;2;35;9;3,96;85,71
71244;6;15;3;4;4;1;1;4;3;68;30,72;3,93;88,24
71245;19;12;3;1;4;1;0;2;4;30;4;6;57,67
71254;8;3;3;1;5;1;0;4;4;41;15,33;3,15;73,17
71255;7;19;3;1;3;1;0;4;3;43;19,41;3,55;83,72
71256;4;12;3;1;4;1;0;3;3;30;9;3,88;73,33
71266;4;5;3;1;2;1;1;2;3;56;7;8;21,43
71268;6;10;3;4;1;1;0;3;1;34;19,44;3,03;127,94
71270;8;8;3;4;1;1;0;3;1;38;7;3,78;123,68
71271;1;3;3;2;5;2;0;3;3;37;8;3,28;72,97
71274;7;2;3;1;4;1;0;4;4;34;8;3,24;91,18
71276;1;7;1;4;5;1;2;4;3;200;33,33;6;100
71277;8;10;3;1;4;1;0;2;2;30;25,33;3,94;68,33
71278;6;6;2;1;4;1;1;4;4;45;9;3,51;262,22
71283;8;6;2;4;2;1;1;3;2;44;10;3,75;97,27
71284;8;11;3;1;4;1;0;3;3;25;9,58;3,88;79,2
71288;6;10;3;1;1;1;0;2;1;30;8;3,85;58,33
71289;9;5;3;1;4;1;0;3;3;26;9,95;2,54;67,31
71291;4;1;2;1;5;2;0;3;4;47;13;3,19;144,68
71296;8;6;2;4;4;1;0;6;3;40;12;3,71;80
71297;1;9;3;4;1;1;0;2;1;26;12,1;3,31;76,92
71298;1;6;2;1;4;1;0;4;4;34;26,77;3,66;130,88
71302;10;15;3;1;3;1;0;2;3;32;28,09;3,17;82,81
71305;5;2;2;1;5;2;0;5;4;50;4,17;12;310
71306;6;1;3;1;4;1;0;3;3;25;8,39;3,05;78
71308;1;3;1;1;4;1;2;4;3;165;18;9;200
71309;4;1;2;1;5;1;1;4;3;51;11,3;3,52;117,65
71310;5;5;1;1;5;2;1;4;5;50;30,59;3,9;144
71311;6;6;2;1;3;1;1;3;2;80;20;3,38;147,5
71312;6;10;2;1;4;1;1;4;2;80;16;5;212,5
71313;8;5;2;1;5;1;1;3;3;32;4;8;100
71317;6;11;3;1;3;1;0;2;4;62;44,2;4;82,26
71320;9;3;3;1;4;1;0;4;3;38;14,86;3,78;73,68
71324;7;2;3;1;4;1;0;3;2;35;7;3,73;93,71
71326;1;3;3;1;4;1;0;3;2;23;12,97;3,63;76,09
71327;6;9;3;4;6;2;0;4;6;45;11;2,26;97,78
71331;6;5;2;1;5;1;0;5;3;35;9;3,91;114,29
71334;7;16;3;4;4;1;0;3;3;40;9;3,62;62,5
71336;6;2;3;1;5;1;0;4;3;25;11,9;2,14;118
71337;19;3;3;1;1;1;1;2;1;73;12,17;6;21,92
71339;9;5;3;1;4;1;0;4;2;24;18,2;3,85;68,75
71341;4;12;3;1;4;1;0;5;2;42;10,5;3,25;63,81
71342;3;1;3;1;4;1;0;3;3;22;6;2,35;118,18
71343;9;4;3;1;5;1;0;4;5;50;17,3;2,67;104
71344;1;1;2;1;5;2;0;4;3;45;4,5;10;240
71349;11;1;3;1;4;1;1;4;4;69;11;3,89;39,13
71354;9;3;3;3;4;1;0;4;3;56;11;5;50
71360;10;5;3;1;4;1;0;3;4;35;34,97;3,19;44,29
71361;11;12;2;1;6;1;1;5;4;50;12,5;3,52;66
71362;2;3;3;1;2;1;0;1;4;32;9;3,76;56,25
71363;8;7;3;1;4;1;0;2;3;36;10;3,73;59,72
71366;5;5;3;1;5;2;0;6;4;42;11;3,26;126,19
71367;10;5;3;1;1;1;0;2;1;38;11;3,44;39,47
71369;4;4;2;1;2;1;0;3;3;42;29,04;2,27;207,14
71371;4;1;3;4;3;1;0;5;2;36;15,31;3,5;85,56
71372;6;7;2;1;5;2;1;4;4;55;10;3,74;209,09
71373;7;2;2;1;5;2;1;4;3;32;11,95;3,91;84,38
71374;10;2;3;1;3;1;0;3;4;30;9;3,91;58,33
71379;3;6;3;1;5;1;0;4;4;45;12;3,6;95,56
71381;3;7;3;1;5;1;0;3;3;31;6;3,13;95,16
71382;5;5;3;1;5;1;0;6;5;44;11;3,8;95,45
71383;5;7;3;1;5;2;0;3;5;45;9;3,38;88,89
71385;11;1;2;1;2;1;1;5;3;45;9;5;77,78
71386;28;11;3;1;4;1;0;3;4;32;10;3,91;81,25
71387;5;4;3;1;6;2;0;3;5;33;11;2,89;89,39
71388;10;4;2;1;5;1;0;3;3;33;23,74;3,58;77,27
71397;4;8;4;1;5;1;0;4;5;53;12;3,24;118,87
71398;5;4;3;1;4;1;0;2;2;23;7;2,8;113,04
71403;6;15;3;1;5;1;0;6;3;54;6,75;8;212,96
71404;6;14;3;1;3;1;0;3;3;45;6;7;81,11
71405;10;13;2;1;3;1;0;5;2;39;26,07;3,6;126,92
71406;10;2;3;1;5;1;0;3;4;30;10;3,76;89,67
71408;9;5;3;1;4;1;0;4;2;30;7,5;2,49;103,33
71409;1;1;3;4;3;1;0;4;3;50;12;3,52;84
71411;28;11;3;1;4;1;0;4;4;31;9;3,55;75,81
71414;3;1;3;4;2;1;0;3;4;41;15,38;3,39;102,44
71415;19;4;4;4;4;1;1;5;3;100;20;5;28
71429;11;5;3;1;5;2;0;3;5;36;9;3,5;47,22
71431;9;1;3;1;4;1;0;3;3;33;9;3,15;100
71432;5;6;3;1;4;1;0;6;2;77;9;9;58,44
71434;1;7;3;1;4;1;0;4;2;57;11;5;166,67
71439;9;3;3;1;6;1;0;4;5;40;10;3,02;75
71441;10;5;3;1;4;1;0;4;2;42;20,97;3,55;52,38
71444;6;2;3;1;3;1;0;2;3;30;13,56;3,93;65
71448;1;12;2;1;4;1;0;1;3;34;8;3,73;455,88
71450;6;6;3;1;4;1;1;4;4;55;13;3,49;101,82
71454;6;2;3;1;5;1;0;3;5;35;12;3,87;128,57
71458;4;8;3;1;5;1;0;3;4;37;12,63;2,99;83,78
71466;1;11;3;1;5;2;0;4;3;52;5,5;9,45;98,08
71469;19;2;3;1;4;1;0;4;3;32;9;3,55;47,81
71472;4;5;3;1;5;2;0;4;5;30;8;3,74;70
71477;8;8;3;1;1;1;0;3;1;32;4;8;65,63
71478;4;6;3;1;4;1;0;3;3;37;36,93;3,9;64,86
71479;19;6;3;4;2;1;0;2;3;32;10,67;3,3;41,56
71480;3;6;3;1;5;1;0;3;3;31;11;3,77;172,58
71483;11;2;4;1;5;2;0;3;5;33;8;3,34;89,39
71487;1;3;2;1;4;1;0;5;3;90;20;3,97;233,33
71489;6;15;3;1;5;1;0;4;4;43;7;6;116,28
71490;10;2;3;1;3;1;0;3;2;33;8;3,86;53,03
71491;5;6;3;1;3;1;0;3;3;41;17,19;3,91;112,2
71493;7;18;3;1;5;2;0;3;4;36;12,67;3,85;88,89
71495;11;2;4;1;5;2;0;4;4;31;12;3,77;98,39
71498;10;14;3;1;4;1;0;3;2;34;11,84;3,63;91,18
71499;8;6;3;4;6;1;0;4;5;35;16,53;2,97;68,57
71501;6;6;3;1;4;1;1;4;3;75;6,25;12;140
71503;7;18;3;1;4;1;0;4;2;40;10;3,97;87,5
71504;1;8;2;1;4;1;0;4;4;80;14;5;280
71507;8;8;3;1;1;1;0;2;1;32;8;3,73;65,63
71509;10;14;3;1;4;1;0;3;3;33;10;3,83;74,24
71513;5;8;1;1;5;1;2;4;3;163;19,18;8,5;219,63
71514;11;12;3;1;5;1;0;3;5;35;11,67;2,25;111,43
71516;6;10;3;1;3;1;1;4;4;48;30,46;3,56;77,08
71520;6;6;3;1;4;1;0;4;4;65;13;5;167,69
71521;10;15;2;1;2;1;1;3;4;35;9;3,28;75,71
71525;5;7;3;1;5;2;0;5;3;60;12;5;191,67
71530;1;3;2;1;3;1;0;4;2;91;18;5;219,78
71531;6;10;3;4;5;2;1;5;5;75;9,38;8;74,67
71532;1;3;3;1;5;1;1;4;4;47;7,83;6;91,49
71541;1;13;3;1;5;2;1;4;5;69;60,55;3,58;86,96
71546;6;16;3;1;2;1;1;2;4;60;12;5;75
71547;28;14;3;1;4;1;0;3;4;28;9,33;3,59;71,43
71549;1;13;2;1;2;1;1;4;4;145;18;8;196,55
71550;1;5;2;1;4;1;1;4;2;68;13;5;426,47
71551;9;5;3;1;4;1;0;5;3;35;6;3,08;95,71
71552;8;3;3;1;5;2;1;8;4;60;24,87;3,33;123,33
71564;6;3;3;4;6;1;0;6;6;40;10;3,04;92,5
71568;11;12;3;4;6;2;0;4;4;32;8,65;3,31;87,5
71570;10;5;3;1;3;1;0;4;3;45;11;3,56;57,78
71574;4;8;1;1;4;1;2;5;2;200;25;8;60
71576;1;12;2;1;8;2;0;10;7;90;22;3,18;353,33
71579;1;3;3;1;1;1;1;1;1;100;10;10;260
71582;9;3;3;4;2;1;1;3;2;52;22,32;2,89;86,54
71584;4;4;3;1;5;1;0;3;5;33;17,09;2,73;98,48
71586;1;12;2;1;2;1;1;1;3;87;17,4;5;310,34
71590;4;4;3;1;4;1;0;6;4;74;14,6;37;71,62
71596;9;11;3;4;6;2;1;4;4;50;10;3,85;80
71597;6;5;3;4;2;1;0;3;3;35;8,8;3,31;114,29
71602;12;4;3;4;6;2;0;4;5;50;7,69;6,5;79,6
71604;8;2;3;4;3;1;0;4;4;60;30,34;3,54;140
71605;10;12;2;1;5;1;1;4;3;55;11;5;67,27
71606;1;12;2;1;9;2;1;7;8;90;17;5,2;333,33
71609;8;3;3;1;5;2;0;3;3;33;29,24;3,51;163,64
71611;6;21;3;4;2;1;0;3;4;39;21,41;3,73;84,62
71612;3;1;3;1;4;1;0;2;4;22;8,51;3,68;113,64
71617;4;6;3;4;5;2;0;4;4;32;14,76;3,32;250
71621;1;14;2;1;5;1;0;4;5;105;18,75;6,6;312,38
71629;3;1;3;1;5;1;0;3;5;24;8,86;3,6;166,67
71630;4;2;3;1;5;2;0;2;3;30;9;3,99;58,33
71633;1;3;2;1;5;1;1;4;5;105;18,5;5,6;319,05
71635;8;8;3;1;4;1;0;4;2;42;14;3,64;79,76
71636;7;19;2;4;6;1;1;4;5;50;10;2,62;89,6
71637;4;1;3;1;4;1;1;5;3;50;18,08;3,49;94
71644;12;5;3;1;2;1;0;4;3;105;14;7;90,48
71645;1;6;2;1;2;1;0;1;4;120;24;5;291,67
71651;4;13;3;4;2;1;0;3;4;40;32,47;3,72;58,75
71652;1;4;3;1;4;1;0;3;2;42;8;2,46;95,24
71653;9;5;3;1;7;2;0;10;6;46;12;2,29;97,83
71656;11;12;3;1;1;1;0;3;1;33;11;3,65;84,85
71658;9;6;4;1;5;1;0;3;5;45;9;3,6;62,22
71660;9;3;3;1;6;2;0;4;5;40;10;3,06;75
71661;9;5;2;4;1;1;1;3;1;38;9;3,75;105,26
71662;3;7;3;1;4;1;1;4;4;50;12;3,46;90
71663;11;7;2;1;4;1;0;4;2;50;8,33;6;99
71667;3;6;3;1;3;1;0;4;3;50;9;3,07;172
71670;6;3;3;1;3;1;0;4;3;35;18,48;2,37;82,86
71671;6;8;3;4;1;1;0;3;1;40;6;6;97
71673;10;13;4;1;4;1;1;3;2;46;6,57;7;84,78
71674;10;14;2;1;5;2;0;4;5;40;10;3,99;97,5
71675;9;3;3;1;4;1;0;4;2;54;22,15;3,67;83,33
71677;8;2;3;4;2;1;0;2;2;30;9;3,81;91,67
71680;10;15;2;1;1;1;1;3;1;35;9;3,78;75,71
71682;6;2;3;1;4;1;0;3;4;28;7;8;126,79
71683;3;7;1;4;3;1;2;4;2;200;22,22;9;175
71684;12;5;3;1;5;1;0;6;5;41;11,71;3,23;121,95
71686;5;6;3;1;4;1;1;3;4;70;30,36;3,81;73,19
71689;8;2;3;1;4;1;0;4;2;41;32,56;3,56;69,51
71692;5;4;3;1;5;2;0;6;3;52;36,79;3,87;82,69
71693;7;20;3;1;6;2;1;4;5;48;13,7;3,97;90,63
71694;3;7;3;4;3;1;1;6;2;50;13;3,61;106
71696;9;3;3;4;3;1;1;5;2;54;46,01;3,84;83,33
71697;5;4;3;1;5;2;0;5;3;46;11;3,36;102,17
71698;8;13;2;1;1;1;0;2;1;42;4,2;10;64,29
71699;4;1;3;1;5;2;0;4;3;52;12;2,32;86,54
71701;7;15;3;1;5;1;0;5;3;42;12;3;114,29
71702;7;6;2;4;2;1;1;2;3;30;10;3,01;76,67
71704;6;6;3;4;8;1;0;7;6;40;23,02;2,67;75
71705;4;1;3;1;3;1;0;4;2;58;54,88;2,56;75,86
71706;8;3;2;1;3;1;1;3;3;69;11,5;6;98,39
71707;8;5;3;1;5;2;0;3;4;35;9;3,27;74,29
71711;8;9;3;1;3;1;0;4;4;41;10;3,64;68,29
71712;12;5;3;1;4;1;0;4;4;45;11;3,55;77,78
71714;4;7;3;1;5;2;1;6;4;48;12;3,56;97,92
71715;6;8;3;1;2;1;0;3;2;40;19,88;3,76;60
71717;8;4;3;1;5;1;0;5;4;35;10;3,31;98,57
71718;7;18;3;4;1;1;0;2;1;11;3,88;3,86;90,91
71720;10;13;2;4;1;1;1;3;1;63;17;3,98;61,11
71722;6;10;3;4;5;1;1;4;4;75;8;9,38;74,67
71724;8;7;3;1;4;1;0;4;2;34;14,21;3,75;94,12
71725;7;19;3;1;5;1;0;6;3;45;12,5;2,45;87,78
71726;7;18;3;1;5;1;0;4;4;36;7;2,67;90,28
71727;4;3;3;4;2;1;1;3;4;50;12;3,63;59
71728;9;4;3;1;5;2;0;4;4;45;11;3,58;83,33
71731;7;8;3;1;5;1;0;4;3;30;8;2,61;100
71732;4;1;3;1;5;1;0;3;3;30;16,81;3,64;103,33
71734;3;2;3;4;2;1;0;3;3;24;13,04;3,84;166,67
71737;28;14;2;1;3;1;1;4;4;37;13;2,39;91,76
71738;9;6;3;1;5;1;0;3;3;39;5;7;71,79
71740;8;6;3;1;1;1;0;1;1;33;23,47;3,26;69,7
71741;1;6;3;1;4;1;0;2;3;24;11,97;3,84;168,75
71743;8;11;3;4;3;1;0;4;3;42;22,16;4;67,86
71744;6;10;3;1;4;1;0;3;2;35;13,39;3,57;71,43
71747;1;1;3;1;3;1;1;3;4;70;29,17;3,65;104,29
71748;2;8;3;1;4;1;1;5;2;54;10;3,53;271,3
71749;12;4;3;1;5;1;0;5;4;40;13,33;3,87;81,25
71750;10;17;2;1;3;1;0;3;4;77;60,26;3,21;93,51
71751;6;13;2;1;6;1;0;3;4;28;4;7;296,43
71753;9;2;3;4;2;1;0;3;4;25;11,8;3,74;75,2
71754;4;6;3;1;4;1;0;3;2;30;6;2,29;78,33
71760;7;9;2;4;1;1;1;2;1;42;9;3,91;464,29
71761;6;21;3;1;3;1;0;3;4;22;8,24;3,99;45,45
71764;6;8;2;4;2;1;1;2;2;23;4,5;3,78;169,57
71765;7;5;3;4;2;1;0;1;3;30;18,08;3,73;66,67
71767;9;5;3;4;2;1;0;2;3;21;7,43;3,87;78,57
71768;3;1;3;1;4;1;0;4;4;50;9;3,58;172
71769;8;14;3;1;5;1;0;6;4;42;17,03;3,01;107,14
71771;7;18;2;1;5;2;0;3;5;27;9,71;3,71;351,85
71774;6;6;3;4;8;2;0;8;6;41;27,49;3,94;234,15
71775;4;6;1;1;3;1;2;2;2;180;15;12;219,44
71777;11;1;3;1;3;1;0;3;4;50;10;5;74
71780;10;8;3;1;4;1;0;3;2;34;19,18;3,82;94,12
71784;10;15;3;1;2;1;0;2;3;67;17;3,74;55,22
71786;1;9;3;4;5;2;0;4;4;38;12;3,09;63,16
71787;4;7;3;1;5;2;0;3;5;40;7;3,45;85
71788;5;7;4;1;7;1;1;5;5;53;18;3,91;181,13
71789;9;5;3;1;6;1;1;5;6;50;12;3,54;170
71793;7;6;3;1;5;1;0;4;5;43;11;2,65;88,37
71794;10;5;2;1;5;2;0;4;5;30;6;55;93,33
71796;1;12;3;1;6;2;0;6;6;45;10,5;3,72;277,78
71798;8;3;3;4;3;1;0;4;2;33;13,09;3,72;166,67
71799;1;9;2;1;4;1;1;3;2;48;13;37;147,92
71800;28;10;3;1;5;2;0;4;4;38;9;3,64;64,47
71801;6;8;2;1;5;1;0;4;5;20;19,71;3,84;197,5
71804;6;8;3;1;3;1;1;3;3;48;43,96;3,52;89,58
71805;8;11;3;1;4;1;1;4;3;80;36,09;3,02;82,5
71806;4;1;2;1;4;1;0;3;4;63;15;3,99;236,51
71809;6;8;2;1;5;2;0;4;3;23;10,82;3,17;169,57
71811;9;11;3;1;5;2;0;3;4;35;10;2,96;81,43
71812;5;4;3;1;5;1;0;3;3;31;10,81;3,99;87,1
71815;1;5;3;1;1;1;0;2;1;47;7;6;68,09
71816;3;7;3;4;6;2;1;4;6;47;45,95;3,72;127,66
71821;7;18;3;1;2;1;0;3;2;35;12;3,88;97,14
71822;9;2;3;1;5;1;0;5;4;41;10;3,86;71,95
71824;1;6;3;1;4;1;0;3;3;37;10;2,16;94,59
71825;5;8;2;1;5;2;1;5;3;43;11;3,94;139,53
71828;12;5;3;1;6;2;0;4;4;38;7,6;2,29;134,21
71829;6;5;2;1;5;2;1;3;5;26;17,33;3,82;148,08
71831;9;4;3;1;5;2;0;4;4;39;10;3,13;94,87
71832;5;6;3;4;1;1;0;3;1;24;21,49;3,69;124,17
71834;1;7;3;1;4;1;0;3;2;26;7,5;3,88;101,92
71835;1;8;2;1;2;1;0;2;3;120;24;5;387,5
71836;1;3;3;4;6;2;0;4;6;35;14,46;3,76;82,86
71838;8;10;3;4;4;1;0;4;3;32;22,09;3,54;73,44
71840;9;3;3;1;5;1;0;4;3;36;13,71;3,75;95,83
71841;1;10;2;1;1;1;0;1;1;170;28;6;388,24
71848;12;8;3;1;4;1;0;3;2;30;8;3,24;59,33
71850;1;1;3;4;6;2;0;4;4;45;21,62;3,96;96,67
71851;6;10;3;1;5;2;1;3;4;47;30,16;2,34;221,28
71852;6;13;3;1;4;1;0;3;4;25;10,57;3,63;142
71854;9;3;3;1;4;1;0;3;3;21;7;3,5;78,57
71855;8;7;3;1;5;2;0;10;4;42;7,24;5,8;90,48
71856;8;8;2;1;6;2;1;4;6;54;15;2,52;305,56
71857;3;1;2;1;2;1;0;2;3;35;22,97;3,58;205,71
71858;6;17;4;4;4;1;1;5;2;77;13;6;214,29
71861;5;1;3;1;5;2;0;6;3;60;30,66;3,67;73,33
71862;5;3;3;4;6;1;0;6;6;60;10;6;113,33
71863;12;3;3;1;5;2;0;4;5;33;8;3,16;96,97
71864;8;6;3;4;2;1;1;3;3;60;9,23;6,5;33
71865;5;7;3;1;6;1;0;5;4;36;10;3,5;125
71866;8;2;3;1;4;1;1;3;4;65;8,13;8;101,54
71868;6;13;3;1;6;1;1;5;5;70;14;5;128,57
71869;6;2;3;4;2;1;0;3;4;24;10,7;3,26;75
71870;4;1;3;1;4;1;0;4;3;45;11;3,89;102,22
71872;9;1;3;1;5;1;0;5;4;38;11;3,54;63,16
71873;10;6;3;1;5;2;0;4;3;32;8;3,98;65,63
71874;3;1;2;1;4;1;0;3;3;50;21,65;2,7;130
71876;10;5;4;1;4;1;1;4;2;50;13;3,89;80
71877;9;3;3;1;5;1;0;4;4;45;10;3,14;88,44
71880;5;2;3;1;5;1;1;4;5;50;7;8;150
71881;9;3;3;1;5;1;0;4;4;50;10;2,97;70
71882;6;17;2;4;5;1;1;4;4;42;10;3,9;369,05
71884;5;8;3;1;5;2;0;5;4;68;11;6;67,65
71887;8;6;3;1;5;1;1;6;4;58;9,67;6;57,76
71890;4;1;3;1;5;2;0;5;5;51;24,99;3,9;117,65
71892;5;3;3;1;5;1;0;3;3;24;12,56;3,44;129,17
71895;12;5;3;4;1;1;0;2;1;63;10;6;58,41
71901;19;9;3;1;2;1;0;3;4;34;8;2,64;38,53
71902;12;4;3;4;6;2;0;4;4;40;12;3,73;82,5
71903;10;2;2;1;5;1;1;2;4;30;12;5;130
71912;8;2;3;1;1;1;0;1;1;53;16,5;2,37;68,49
71913;6;10;3;1;3;1;0;4;3;55;11;5;181,82
71914;10;2;2;1;3;1;1;4;2;33;16,24;3,53;54,55
71916;9;11;3;1;5;1;0;4;3;43;10;3,94;79,07
71917;9;5;3;4;4;1;1;4;3;66;11;6;71,21
71918;12;4;3;4;5;1;0;4;4;40;12;3,89;82,25
71923;9;5;3;1;5;2;0;4;3;42;26,19;3,53;80,95
71924;12;10;4;2;3;1;0;4;3;90;15;6;67,78
71925;7;1;2;1;5;2;0;4;4;40;10;4;150
71926;1;1;3;1;5;2;0;4;3;32;25,99;3,5;115,63
71928;5;7;2;1;5;2;1;6;3;40;10;2,87;112,5
71931;10;16;2;1;5;1;1;4;5;35;17,81;3,79;44,29
71932;1;1;3;1;5;2;0;8;5;70;55,2;3,91;85,71
71936;10;7;2;4;8;1;1;10;7;85;20;3,83;53,53
71938;9;3;3;1;1;1;0;3;1;30;8;3,09;100
71942;4;7;3;4;2;1;0;3;4;35;32,26;3,54;104,29
71945;5;1;3;1;4;1;1;4;4;54;12;3,53;79,63
71946;6;7;2;4;6;2;1;4;6;71;18;2,63;216,9
71947;7;3;3;4;4;1;0;4;3;36;8;3,79;97,22
71948;4;3;3;1;2;1;0;3;2;30;17,6;3,34;73,33
71949;9;5;3;1;4;1;1;4;4;48;26,61;3,25;71,88
71950;4;4;2;1;3;1;0;4;2;55;11;5;118,18
71955;7;3;3;1;4;1;0;3;2;35;7;3,51;94,29
71965;7;9;3;1;4;1;0;4;2;52;7,03;7,4;375
71966;19;9;3;1;3;1;0;3;2;38;10;2,9;41,05
71978;6;8;2;1;5;1;0;3;3;24;11,84;3,08;162,5
71983;7;15;2;4;2;1;0;2;4;32;10,72;3,83;59,38
71988;10;7;2;1;1;1;1;3;1;50;12;2,35;160
71990;4;1;2;4;6;1;1;4;4;50;25,87;3,66;130
72001;7;3;3;4;2;1;0;3;3;26;6;2,83;71,15
72006;9;6;3;4;8;1;0;10;7;100;16,67;6;130
72012;12;4;3;4;4;1;0;4;3;38;12,67;3,86;90,79
72015;7;9;2;4;1;1;0;2;1;42;9;2,61;464,29
72020;10;2;3;1;3;1;0;2;2;30;10,32;3,91;56
72022;3;1;2;1;5;1;0;5;5;55;10;3,22;167,27
72027;7;18;3;1;4;1;0;3;3;44;9;3,96;78,41
72030;18;1;3;4;1;1;0;3;1;50;13;3,07;46
72036;8;4;2;4;3;1;0;4;4;45;13;3,72;113,33
72037;6;15;2;1;7;2;0;10;5;65;16;3,82;323,08
72039;3;2;3;1;5;1;0;5;5;50;19,44;3,56;136
72043;10;6;3;1;6;2;0;4;4;42;11;3,21;66,67
72044;9;8;3;4;6;2;1;10;5;105;17,8;5,9;161,9
72045;8;6;3;1;2;1;0;2;3;30;8;3,89;50
72051;5;1;2;1;4;1;1;4;3;60;33,83;3,5;200
72053;18;1;2;4;5;2;0;8;4;43;7;6;93,02
72060;10;5;3;1;2;1;1;3;2;55;12;4;36,36
72062;7;2;3;1;5;2;0;3;3;33;10;3,67;136,36
72066;6;7;2;1;4;1;0;3;3;65;13;5;284,62
72068;6;16;3;1;2;1;0;2;3;24;8;3,74;68,33
72069;10;2;3;1;4;1;0;4;4;45;23,93;3,71;58,89
72070;6;15;3;1;6;1;0;7;4;42;13;34;109,52
72074;5;4;3;1;5;2;0;3;3;35;10;2,97;80
72075;8;3;2;4;8;2;1;10;7;45;20,5;3,44;166,67
72082;3;1;3;4;3;1;0;4;4;30;7;3,11;106,67
72085;6;5;2;4;5;1;1;4;4;30;11,94;3,63;278,33
72086;8;9;2;1;2;1;1;3;3;58;40,65;2,37;106,9
72089;6;11;3;1;5;1;0;3;5;42;8;3,97;94,76
72093;5;1;3;1;6;1;1;7;6;48;8;6;135,42
72094;12;6;3;4;2;1;1;3;2;60;15;3,41;51,67
72095;12;4;3;1;5;1;0;4;4;35;8,75;3,53;108,57
72097;7;18;3;4;5;1;0;4;3;40;6,67;6;115
72098;9;1;2;1;5;1;1;3;3;35;27,06;3,76;76,57
72104;8;3;2;1;5;1;1;3;4;35;14,22;3,5;156,57
72111;3;8;2;4;5;2;1;4;5;40;10;3,94;315
72112;9;9;3;1;3;1;0;3;4;35;7;3,81;98,57
72113;6;6;3;1;5;1;0;4;4;60;12;5;258,33
72114;9;4;3;1;5;1;1;6;3;70;10;6;115,71
72117;12;5;3;1;4;1;0;5;2;48;12;3,97;87,5
72118;9;5;3;1;5;1;0;4;4;39;8;3,5;70,51
72122;17;9;3;1;2;1;0;2;3;220;16;14;50
72126;6;17;4;4;6;2;0;4;5;31;21;3,81;125,81
72127;9;3;3;1;3;1;0;4;4;38;10;3,77;72,37
72128;10;14;3;1;3;1;0;2;2;46;10;3,38;60,87
72129;6;20;3;1;1;1;0;2;1;27;9;3,22;98,15
72130;9;4;2;1;6;2;1;8;5;50;37,99;3,46;100
72131;12;9;3;1;5;2;0;4;4;30;9,38;3,71;101,67
72136;8;4;3;1;4;1;1;4;3;80;17;5;66,25
72137;10;13;2;4;4;1;0;5;2;35;9;3,83;42,86
72144;8;2;3;1;4;1;0;3;3;33;14,94;3,77;87,88
72145;6;1;2;1;9;2;1;10;9;130;25;5;230,77
72146;6;17;3;1;5;1;0;3;4;22;7;3,78;108,64
72149;10;15;2;4;5;2;1;5;4;50;23,3;3,73;117
72150;9;6;2;1;5;2;1;10;4;150;18,75;8;76,67
